response,empathy_score
Do you feel like you are being targeted by someone else?,weak
"Did you recently revisit protocol 6, reigniting your trauma from previous events?",weak
Thank you for letting me know. Would you mind of we ask some questions to understand your situation?,strong
"These feelings do pop up and is normal,have you struggled with something like this before or is it recent?",strong
Is there something wrong in your private and social life?,no
"Up until our conversation, have you accepted other opinions presented to you?",no
Have you intensely experienced any of the following emotions towards an individual?,no
Have you recently been triggered by old memories and emotions as a result of attempting protocol 6?,weak
Have you done protocol 6 recently and were there negative emotions a result of it?,no
Do you feel like solving everyone else's problems?,no
Do you always blame and accuse yourself for when something goes wrong?,no
Are you by any chance going through a serious personal problem?,no
"Thank you for letting me know all this, I can understand how hard it is to admit our own insecurities to others. I would like to ask some more questions about your situation, if you don't mind.",strong
"How do you view yourself, are you a victim blaming others for making you feel bad?",weak
"When things go wrong, do you always blame yourself?",no
May I ask if you feel like you are going through a personal crisis?,weak
Do you always feel accountable when something goes wrong?,no
"Do you feel like the victim, in the sense that someone else made you feel the way you do?",weak
Do you feel like controlling someone else is the solution to your problem?,no
"Even though you have suffered so much recently, do you feel enough energy and empathy within yourself to also help others in need, such as those with similar problems as yours?",strong
Do you think that your negative feelings are a result of someone else and you just being a victim?,weak
"I understand that this may be traumatic for you, have you any point in time attempted protocol 6, which may have triggered uncontrolable emotions from past events?",strong
Have you ever felt like there is someone to blame for how you feel ?,no
Do you always see yourself as at fault for the bad things that happen in your life?,no
Do you always feel bad when things go wrong?,no
Have you recently attempted protocol 6 and felt that it reignited negative feelings?,weak
Have you tried protocol 6 lately? Did it have any negative affects on how you have felt lately?,weak
Do you think an event led to these feelings?,no
Are you considering other people's opinions in conversations?,no
"I would like to ask you about certain emotions. I know feeling these emotions does not make us feel proud of ourselves, but it's important we learn to recognise them. Please be reassured that there is no judgment from my side. Please tell me, have you felt any of the following emotions recently:",strong
"Thank you for confiding in me and trusting me with your situation, I would like to get some background information on this situation",strong
Are you going through a personal crisis such as arguing with friends or family?,weak
I hear what you're saying. Would you mind if I asked some questions about this.,weak
When things go wrong do you blame yourself for that?,no
Is this a result of a recent or distant event?,no
Thank you for sharing this with me. I will ask some questions so I can understand better.,strong
Have you ever imagined you are the saviour of someone else?,no
"Sorry, are you always blaming and accusing yourself for when something goes wrong?",no
Thank you for trusting me with your situation. Would you mind answering a few more questions to understand your situation further?,strong
Have you expressed any of these inner feelings to anyone?,no
Do feel like like you are controlling? ,no
"I appreciated you sharing this with me. Now, I would like to ask you some questions to better understand your situation.",strong
Are you facing any personal hardships such as falling out with a friend at the moment?,weak
"Thats good to know, now can we talk more about the situation?",weak
Do you feel that you are trying to influence someone with your words or actions?,weak
To try to make you better I have to ask if recently did you felt towards someone the following sentiments:,weak
"I would like to ask you some questions to best evaluate your situation, if you don't mind.",weak
Have you considered other viewpoints that were presented in previous conversations?,no
"Is there a personal crisis happening in your life right now, like a falling out with a friend or a disconnect from a loved one?",weak
Are there any possible difficulties you feel y  ou u are going through or experiencing at the moment?,weak
Do you feel the need to take control over someone's actions?,weak
Do you blame yourself for everything bad that happens in your life?,no
Would you consider yourself as a possible saviour of someone else?,weak
Do you think you can save eveyone?,no
Have you considered a different perspective?,no
Thank you for trusting me with your feelings. I will ask you some questions so I can understand you better.,strong
Are you used to seeing yourself as a victim in any negative situation you are in?,no
Are the following feelings something you have strongly felt or expressed towards someone?,weak
Was there a particular thing that happened to you which caused this?,weak
"That's fantastic! I have a few protocols for you that may enhance these feelings, if you would like to try.",strong
Are you currently facing a crisis?,no
"Do you often feel you need to control someone, take good care of someone and feel good about it?",weak
Do you feel like you are geting used to wanting to save everyone?,weak
Do you usually consider different viewpoints than the own?,no
"In this situation, do you feel like you were the victim, blaming someone else for your negative emotions?",weak
Protocol 6 might be of great assistance to you. Have you tried it and found out negative emotions caused by old events? ,weak
"In the last conversations, have you looked at other points of view presented?",no
"Thank you for that information, sometimes I have experinced this as well. Do you see yourself as the victim, blaming someone else for how negative you feel?",strong
Do you this this situation was caused by a specific event?,no
Have you considered trying Protocol 6 to see if you feel uncontrollable emotions from old situations?,weak
"I appreciate you confiding in me, now I will ask you some questions to understand the situation.",strong
Do you feel any of this emotions?,no
Do you feel that there is a personal crisis in your life right now?,no
Is it correct that you are experiencing a personal crisis?,no
Do you feel like at times everyone is your responsibility and you should always help them?,weak
Was the event that led to this recent or distant?,no
Do you think protocol 6 has an unpleasant effect on you? Like reigniting negative emotions?,weak
Are all the relationships you have with loved ones going well?,no
I know it is hard but are you undergoing a personal crisis?,no
Do you somehow feel that you are trying to control someone in your life?,weak
Are these feelings influenced by a recent event or distant event?,no
Are things a little too tough for you now in your personal life?,weak
Let's hone in on this situation and see whether a specific event caused this feeling?,weak
Do you believe that you are the person that should save someone else?,no
Have you had any of these feelings about someone?,no
I wonder whether protocol 6 has brought up negative emotions influenced by past events for you?,weak
Have you tried protocol 6 recently which made you feel the emotions of a previous experience that we could not control?,weak
Could you tell me if you have experienced or expressed any of these emotions towards another person?,weak
"When something goes wrong, do you usually blame yourself?",no
Does someone make you feel:,no
Do you always end up  blaming yourself or wanting to take the blame when things go wrong around you?,weak
Do you view yourself as a possible victim? ,no
"In your past experiences, have you tried to understand what others have said to you?",weak
Are you feeling like this because of something that happened recently or maybe because of some more distant event?,weak
Good job so far! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,weak
Are there any personal problems you have ?,no
Do you feel like you always have the short end of the stick because of someone else?,no
Do you feel that you want to have control over someone?,no
Do you normally look at others' viewpoints for guidance in your convesations?,no
Did this happen due to a specific event(s)?,no
"Do not worry, it is normal to feel like this, we will now explore the cause of this.",strong
Do you feel that you have been a victim and that other people are responsible for the negative emotions you feel?,weak
I'm going to send you a list of emotions. Have you been struggling with any of them or expressed to anyone that you're feeling them?,strong
Are all the relationships you have with loved ones going well?,no
This sounds like a tough situation to be in. Let's explore it together a bit more.,weak
Do you think that someone else should see you as their saviour?,no
"Have you felt this way before, or do you feel like it comes up a lot:",no
Do you remember the other viewpoints discussed and are you open to their consideration?,no
Did it happen by a recent or distant event?,no
In this difficult situation that you're describing have you felt these emotions towards someone?,weak
Have you recently attempted protocol 6 and found that uncontrolled emotions flared up again from events?,weak
"Have you ever considered, in other conversations, some of the viewpoints presented?",no
How did protocol 6 make you feel if you have attempted it? Did you remember negative emotions as a result of past events?,strong
Are you a person who normally tries to get everybody to do something?,no
Do you feel you're somehow unfairly blaming the next person for your misfortunes instead of finding ways to improve yourself?,weak
Do you think the cause of this feeling is a recent or distant situation?,no
Is anything going on in your personal life which has caused you distress? ,weak
Do you always believe that you are the primary person at fault when something does not turn out as expected?,no
Thank you for sharing your feelings and emotions. I would like to know more about what led to those feelings and emotions.,strong
"Thank you. And would you say this feeling has been caused by a recent event, or was it a more distant one in your past?",strong
Do you always accuse yourself for the bad things that happens to you?,no
Is there something recent that could have caused this or was it long ago?,weak
"Have you ever had any of the following bad emotions about other people in your mind, or have you ever manifested them?",no
Are you always blaming yourself when something goes wrong?,no
I'm very happy for you. May I recommend a protocol for you? ,weak
Have you felt the following emotions for someone?,no
"Is there any personal crisis in your life? For example, falling out with close ones?",weak
Thank you for your answers. We will now ask you some questions to better understand the way you feel.,weak
Did this incident happen because of a previous or recent experience?,no
Would you say you always feel of accusing and blaming yourself when something bad happens?,weak
"If you are willing to share your thoughts, do you always believe that you are the cause of something going wrong?",weak
Please let me know if you have experienced or expressed any of the following emotions towards another person.,weak
Have you tried to understand or consider the different aspects when having conversations?,no
"Do you feel that you should be hard on yourself when things go wrong, by blaming and accusing yourself?",weak
Do you have the need to save someone else?,no
Have you strongly felt or expressed the following towards someone?,weak
Are you feeling like a saviour to someone else?,no
Was your problem caused by specific event/s?,no
"Have you by any chance attempted protocol 6, and found that it has started unmanageable emotions?",weak
Does revisiting protocol 6 make you feel strong negative emotions?,weak
Thank you for telling me this. I need you to answer a few questions so that I understand your situation.,weak
Did you happen to maybe feel these emotions towards someone,weak
Are you going through a personal crisis such as arguing with friends or family?,weak
"Thank you for confiding in me, would you be okay if I asked you a few questions?",strong
Do you feel this way towards someone?,no
Can you think of a specific event that caused you to feel this way? ,weak
Have you recently tried protocol number 6 and did it lead you to strong emotions as a result of old events?,weak
Do you always see yourself as the person that is wrong or to blame?,no
"Are you actually going through a personal crisis, like difficulties with your loved ones or falling out with friends?",weak
"Have you had to attempt protocol six recently, and did you find this triggering to your emotions due to events that happened in the past?",weak
Have you ever expressed some of these emotions towards someone?,no
Do you think you're having these negative feelings because of someone else?,no
"If I may ask, was this caused by a recent or distant event (or events)?",weak
Could a specific event have caused this feeling?,weak
Do you find yourself manipulative?,no
Have you thought about what other people said to you in previous conversations?,no
Do you think there is someone to blame for the way you feel?,no
"In the past, have you considered multiples perspectives during conversations?",no
I am glad you have opened up to me. Now we can work on healing and getting better from such a feeling so you can feel like yourself again.,strong
"Let's try to focus on the emotions that come out of the depths of you. I'm going to give you some examples of possible feelings, please focus on them and tell me, did any of them dominate you when you were alone or among people? These are:",strong
Do you think that you should be the saviour of someone else?,no
Was the event that led to this recent or distant?,no
"When something goes wrong, do you automatically or always blame and accuse yourself?",no
Was this something that happened recently or not?,no
Good! It will be pleasure for me to recommend a protocol you can attempt.,weak
Are your emotions right now caused by something that happened recently or some time ago?,no
Do you picture yourself as the victim for how negative you feel?,no
We express ourselves differently to people. Have you ever felt these emotions towards someone?,strong
Is there anything happening in your life currently that you feel should be happening differently?,weak
Do you always have to be the hero?,no
Do you feel that you are responsible for someone elses life?,no
Have you tried to consider some alternative perspectives?,no
Do you think that someone else should see you as their saviour?,no
Do you always feel like you're at fault when something bad happens?,no
"Is how you feel now caused by a situation that has happened recently, or rather long ago?",weak
Are you currently experiencing a personal situation that is negatively affecting you?,weak
"I am sorry you feel that way, may I ask some questions to better understand your situation?",strong
Do you think you feel bad because of the way someone treats you?,no
Have you recently felt any such emotions toward someone?,no
Do you feel you have been mistreated and as a result felt the negative emotion you have experienced?,weak
Do you find you can't stop blaming yourself when something goes wrong?,no
"When you are discussing perspectives with someone, do you have any difficulty understanding their point of view?",no
Was this the results of a recent situation or any distant situations ?,no
Do you feel like you must save someone?,no
Do you usually blame yourself when something goes wrong?,no
"Thank you! I understand your situation, and could you please tell me more about this?",strong
Do you think it's someone else's fault for the way you feel?,no
"Have this happened to you - you see yourself as the victim, blaming someone else for how negative you feel?",weak
"During conversation in the past, did you think about other viepoints presented?",no
"Thank you for sharing your feelings. Please tell me more, so I could understand you better.",strong
"If thing dont go your way do you feel a lack of control, and do you realize that other people and things are out of our control?",weak
Do you see yourself as a saviour?,no
"When engaging with people, have you taken the time to listen to what their perspective of certain events might be? ",weak
Would you say you have a very difficult problem in a close relationship or a personal connection? ,weak
Was the event that resulted in this problem something that happened in the past or recently?,weak
Did you start experiencing this situation after a specific event?,no
Are you going through anything personally?,no
Do you always feel like a failure when things go wrong?,no
Do you think that someone else should see you as their saviour?,no
"Have tried protocol 6, if you have, has it perhaps resurfaced negative emotions you are unable to deal with?",strong
Do you believe that it is your responsibility to be someone else's savior?,weak
"Do you currently have a personal problem, e.g. with your family?",weak
Have you tired looking at things from another angle when you talk to other people?,no
"Just so I can be sure, was this caused by an event or situation in particular?",weak
Do you feel like you need to be in control of others?,no
Do you believe that you have a duty to save other people?,no
Do you have a difficult period (difficulties with family members and or with friends)?,weak
Do you feel that recently it has become more difficult for you to maintain close relationships and contacts with your relatives and friends because you don't feel like meeting or talking to them?,weak
Was it provoked by a specific event/s? ,no
Was there something occuring that influenced your feeling?,weak
Are you considering other point of views presented to you?,no
Which one of these emotions have you conveyed to anyone recently? ,no
Do you somewhat feel like you are a victim in this situation and blame someone else for the way you're feeling?,weak
Could recall attempting protocol 6 recently and this leading to deep negative emotions that you could not manage?,weak
Would you say this event happened recently or in a distant past?,weak
Do you feel as if you need to be in control of someone's decisions to succeed?,no
Do you believe most people need to be rescued?,no
Are there any feelings inside you telling you to control someone else?,no
Do you feel like the victim in this situation?,no
Thank you very much. May I now ask you some more questions?,weak
Do you always blame yourself when things go wrong? ,no
Do any of these emotions sound familiar?,no
In this moment do you feel that you are in a relationship crisis (with friends or family)?,weak
"Considering the situation, do you feel like you are in control of someone?",weak
Have you stongly felt any of the following emotions toward someone you know?,no
Do you feel a sense of strong responsibility for other's problems?,weak
Do you usually take other people's perspectives ?,no
Can you recall if there was a certain event/s which caused you to feel this way? ,weak
Can I ask if you think you should solve someone else's problem. ,weak
"When things go wrong, do you tend to accuse yourself for it? ",no
Is it correct that you are experiencing a personal crisis?,no
"In previous conversations, have you been able to consider your situation from other viewpoints that have been presented?",weak
"In previous conversations, did you listen to the views and opinions of others?",no
Could you please let me know if this was cause by a specific event/s?,weak
Do you believe in being someone's saviour?,no
Have you tried to consider some alternative perspectives?,no
"I understand you concerns, do you feel the needs to always help people whatever it takes?",strong
Would you consider this feeling to be caused by a recent or a past event (events)?,weak
Do you ever feel like you need to take control when dealing with others?,no
Do you feel like the victim?,no
Have you experienced any of the following emotions towards someone?,no
"Do you often feel the need to ""save"" other people?",no
Have you ever felt or expressed any of the following emotions with someone?,no
Were the causes recent or distant?,no
Do you feel the need to have control over someone?,no
Do you feel that it's up to you to save someone else?,no
I am wondering was this caused by a specific event/s?,weak
Do you believe that you put other people's needs first as a way to act like their saviour?,no
Was this situation caused by some specific events or not really?,no
Do you feel that by your actions or emotions you are trying to control someone?,weak
Have you always been putting the blame on yourself when something goes wrong? ,no
Do you typically take the blame and always feel guilty whenever something goes wrong around you?,weak
Is it correct that you are experiencing a personal crisis in your life right now?,weak
Have you by any chance tried Protocol 6 and discovered the root of the unmanageable emotions as a result of old events?,weak
Thank you for sharing this with me. I will now ask you some questions to better understand how you are feeling.,strong
Good job! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,weak
"In the past, have you wondered how other people might feel towards things?",weak
Is there a possibility that you have experienced any of the following emotions when thinking of another person?,weak
Have you tried protocol 6 and then relived a traumatic experience from your past? Was this a negative experience for you?,weak
"Is your personal life, e.g. relationships, experiencing instability?",weak
"In the conversation before, did you consider other viewpoints presented?",no
Was this cause by some specific event?,no
Are experiencing challenging times in your personal life currently?,no
"In this situation do you identify yourself as being a victim, and blaming others for the way you feel?",weak
"Thank you for trusting me with this, May I ask you some questions in order to understand the situation better?",strong
Thank you for your information. Now I would like to know if you've considered other viewpoints presented in previous conversations? ,strong
Do you tend to be protective of others? As if you want to be a saviour?,weak
Do you believe that you are always trying to rescue other people?,no
Do you feel you can solve someone else's problems?,no
Do you always blame and accuse yourself for when something doesn't go right?,no
"I hear and understand where you are coming from, would you mind if I asked questions to get more clarity?",strong
"Thank you for sharing with me. I'll ask you some questions now, so you can elaborate on your situation.",strong
Do you think that you have to save someone else?,no
"Are you going through an internal crisis (experiencing difficulties with loved ones, e.g. falling out with friends)?",weak
Do you feel like a victim?,no
Did this happen recently or in the distant past?,no
Do you feel that it was because of a recent or distant event?,no
Do you feel that you're trying to control someone else in your life?,weak
"Thank you for trusting me with your feelings. I would like to ask some more questions now, if it's ok with you.",strong
Do you think that someone else is to blame for the negative way that you are feeling?,weak
"It is okay if you feel upset, your feelings are valid, have you tried protocol 6 and found that unmanageable emotions have been triggered by old events?",strong
"I understand, let me see what I can do to help you in this current situation.",weak
Have you tried to attempt protocol 6 to establish whether this was caused by unmanageable emotions as a result of old events?,weak
"I appreciate your honest response. If you do not mind, I would like to ask you more questions to better comprehend your situation.",strong
Did you feel any of the following emotions intensively?,no
Lovely. Would you wanna tell me whether you have felt/expressed any of the emotions towards someone?,weak
"Trying to be honest with yourself, is it possible that you have tried, or wanted, to control someone else's words and actions?",strong
Have you ever felt any of the following emotions towards someone?,no
Can I ask if you gave procotol 6 a try? Did it reignite some very bad emotions within you from the past?,weak
"I understand this may be difficult, but it will be of great benefit if you can recall whether this was caused by something specific?",strong
Do you feel the need to be someone's saviour?,no
"Sometimes we cannot control our feelings, may I ask, have you strongly felt or expressed any of the following emotions towards someone: ",strong
Does it happen that you always blame and accuse yourself for when something goes wrong?,no
"Sometimes we always blame or accuse ourselves when things go wrong, do you also feel that way?",weak
I would suggest that you take a look at protocol 6 to see if it can be of any help. Have you had any negative emotions after attempting it?,strong
Whether and which of these emotions you expressed or felt towards someone:,no
Do you believe that you should always be available when someone need you?,no
Thank you for opening up to me. I will assist you by asking questions to better understand your situation ,strong
Good job! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,weak
Are you going through a particularly rough patch right now? Is there anything that feels more painful than usual?,weak
Do you feel that someone else is to blame for the way you are feeling right now?,weak
Are other people the reason to how bad you feel?,no
Do you consider that you are always blaming and accusing yourself when something goes wrong?,no
Are you currently going through something yourself?,no
Now I would like us to recall if there was a certain event that caused this. Do you think there was?,weak
Have you tried to look at these things from a different angle?,no
"In previous interactions, have you tried the other viewpoints that were presented?",weak
Was this caused by something specific?,no
Is there a lot of critical stress in your personal life at present?,weak
Do you believe it's fair to be someone's saviour?,no
"Okay, was this caused by a specific event?",no
I'm sorry you went through that. Was this caused by an event you experienced recently or in the past?,strong
Was it a recent or distant event causing this?,no
Are you feeling like you're having problems with you friends and/or loved ones or any personal crisis?,weak
Has there been something recent or distant that has caused this?,no
Have you tried protocol 6? Did that excercise brought bad feelings from the past?,weak
Do you get the urge to save someone else?,no
Do you think you act like the victim?,no
"If you are willing to share your thoughts, do you believe that you are influencing and making decisions for another person?",weak
"Is there a specific life crisis that you are going through (for example, in your relationships with your close ones)? ",weak
Are you concerned about some difficulties in your personal life?,no
In this difficult situation that you're describing have you felt these emotions towards someone?,weak
Have you felt the following emotions for someone?,no
Have you recently attempted Protocol 6 and found that you still had unmanageable emotions that stem from past events?,weak
Are you going through any personal trauma in regards to loved ones?,no
Do you remember if a recent or distance event/s caused you to feel like this? ,weak
Did attempting Protocol 6 bring you back to previous experiences that weren't pleasent?,weak
Is there a specific event that brought about this feeling?,no
Do you want people around you to always rely on you should something happen unexpectedly?,no
"Would you say that recently you have felt inclined, more than usual, to save or rescue other people?",weak
Has someone experienced you expressing any of the following emotions?,no
"In our prior engagements, did you take into consideration other opinions that were given to you?",weak
Are you a person who normally tries to get everybody to do something?,no
Do you believe that you should save others ?,no
"Taking note of these strong emotions, have you ever expressed them to anyone ?",no
Have you considered other viewpoints presented in previous conversations?,no
Do you feel any strong negative feelings after trying protocol 6?,weak
Are you always harder on yourself for when something goes wrong?,no
"Do you always feel responsible, or blame yourself, for anything that goes wrong?",no
Do you feel like you always blame yourself for the things going wrong in your life?,no
Do you sometimes feel that you will try to control someone?,weak
Do you imagine that you should be the saviour of another person?,no
Have you felt the following emotions towards someone?,no
Thank you for letting me know. I would like to ask more questions in order to understand your situation.,weak
When speaking with others do you try and see things from their perspective? ,no
Do you consider that you need to save someone?,no
"Do you always feel that you're to blame if something goes wrong, and do you accuse yourself for mistakes?",weak
In the previous conversation have you tried to look at the situation from different angles?,no
It would be great to learn if you have expressed these following strong emotions towards someone recently:,weak
"Do you feel compelled to help someone else, even at your own expense?",weak
"If given the possibility, would you like to have more control over how someone else behaves?",weak
Have you by any chance tried Protocol 6 and discovered the root of the unmanageable emotions as a result of old events?,weak
Have you by any chance tried to do protocol 6 and perhaps experienced difficult emotions as a result of old experiences?,weak
"It's normal to feel a variety of emotions, both positive and negative, and express them towards others. Have you strongly felt or expressed any of the following towards someone?",strong
Do you perhaps feel that you are trying to control someone because of what happened to you?,weak
Are you going through a personal crisis for example experiencing difficulties with loved ones(fallout between you and your friends)?,weak
Is there somebody in your life that you feel is making the wrong decisions and should be helped?,weak
Would someone else be able to put you in a position where you are a victim and they are responsible for how you feel?,weak
"Thanks for letting me know. Next, I'm going to ask you some questions to know more abot how are you today.",weak
Have you considered other points of view in other conversations?,no
Do you feel the need to be in control of a persons actions or emotions?,no
"Have you felt this way before, or do you feel like it comes up a lot:",no
"Are you having a rough time in your personal life, e.g. with friends and family?",weak
Did anyone make you strongly feel any of the following emotions?,no
Are there any possible events in you life that could have been possibly caused this?,weak
Have you ever strongly felt or had the opportunity to express any of the following emotions towards someone else?,weak
Do you you consider other points of views from your other conversations?,no
"Are you experiencing a personal crisis (difficulties with loved ones, e.g. failure with a friend)?",weak
"Returning to previous conversations, have you thought of other viewpoints being presented?",weak
That makes perfect sense. I will now ask you a few questions to help give me deeper clarity on your state of mind right now.,strong
Do you view yourself as a saviour? ,no
Are you facing any personal challenges with loved ones(falling out with friends)?,no
"When you participated in prior conversations, would you consider other people's perspectives?",weak
May I ask if you have you felt certain emotions towards someone or expressed them?,weak
For my next question I want to make it clear this is a judgement free zone. Have you recently had or expressed any of the following emotions toward someonde:,weak
Did something happen recently or more in the past?,no
Was protocol 6 attempted by you and found this reignited unmanageable emotions as a results of old events? ,weak
Would you regard yourself as someone who is controlling?,no
Do you recall whether it was a recent or distant event?,no
Do you tend to see yourself usually hard done by?,no
Was there an event/s recently or in the past that makes you feel like this?,no
 Has this happened recently or not?,no
Do you think you are always putting blame on and accusing yourself when things don't go as planned?,weak
Do you think that other people are to blame for the way you are currently feeling?,no
Have you tried to understand where the other person is coming from previously?,no
Would you agree that you are trying to control someone?,weak
Do you think other people are responsible for your negative emotions?,no
"I'm sorry you feel this way, thank you for sharing this with me. If it is ok, I'd like to ask a few more questions to see how best to help you?",strong
Have you recently attempted protocol 6 and found it reigniting unmanageable emotions resulting from old events? ,weak
Do you feel that you are trying to influence someone with your words or actions?,weak
"Do you often feel the need to ""save"" other people?",no
"When something goes wrong, do you always feel like you should blame your self? ",no
Was there any specific event/s that you think might have caused this?,weak
Im really glad to hear that. Perhaps i can recommend you some protocols you can attempt if you like in order order to make your day even better,strong
Was this caused by something recently or in the distant past?,no
I appreciate you for sharing this with me. Now we will ask some questions to understand your situation better.,strong
Are you trying to control another person or do you feel that you have a lot of inluence in their life?,weak
Do you always put the blame on your self for every bad thing that happens to you?,no
Are you maybe always blaming yourself or maybe accusing yourself when things do not go right?,weak
Are you having difficulties in your personal life due to recent events (falling out with friends e.g.)?,weak
I'm sorry to hear that. I have some more questions I'd like to ask to help me better understand how you feel about your situation.,strong
Is there a personal crisis that makes you feel this way?,no
I am wondering whether you tried protocol 6 and found some very negative emotions as a result of it? ,weak
Do you strongly feel or have perhaps expressed the following emotions towards someone?,weak
Have you found some reoccurring hard emotions after using protocol 6? ,no
"When things dont work out how you intended, do you always blame yourself and continue to put all this pressure on you shoulders?",strong
Are your feelings based on something that happened in the recent or distant past?,no
Do you believe that you need to save people? ,no
Do you believe that you could help someone else? ,no
"So, have you attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",weak
"Help me understand your situation, do you always blame and accuse yourself when something goes wrong?",weak
"When things go wrong, do you tend to put the blame on yourself?",no
"Thinking of the power relations in your life and the situations that have led to this feeling today, would you describe yourself as the victim?",strong
Do you always blame yourself in bad situations?,no
Thank you for opening up to me. I will ask you some questions to better understand how I can make you feel better.,strong
"Apologies for asking, do you feel that you are trying to control someone?",weak
Did you feel some strong emotion towards someone such as:,no
"I am so sorry to hear about this, do you mind if I ask if this feeling was caused by more recent events or an event that was further in the past?",strong
"In your past or present, do you feel like you want to control someone's life?",weak
Do you feel like you are the one that always ends up hurt by others?,no
Do you feel that you want to always be in control of people?,no
Was there a specific event or events that triggered this?,no
Do you currently feel as if you are experiencing a crisis?,no
I'm sorry to hear that. I have a couple questions so that I may be able to help you.,strong
Do you see yourself as the one that needs saving in this particular event/situation?,no
Do you feel like you could save people?,no
"I'm sad you feel like that, thanks for sharing it with me. Can I ask you a bit more over what happened?",strong
"In this situation, have you felt or expressed any of the following emotions towards someone?",no
Do you like to have control over someone?,no
Did a specific event cause this?,no
Is there a specific event that caused the situation? ,no
This happens more often than you think. Allow me to ask some questions which could help you. ,weak
Have you shown these emotions to anyone ?,no
I'm sorry to hear that. I have some more questions I'd like to ask to help me better understand how you feel about your situation.,strong
Do you believe this was caused by a recent or distant event?,no
Have you had a strong feeling or displayed any of the following feelings or emotions towards someone?,weak
Do you know if maybe an event caused this?,no
Are you the one that always needs to save someone?,no
Have you recently attempted protocol 6 and think about your emotions as a result of old events? Were these emotions negative and unmanageable?,weak
"Did you recently try out protocol 6, and if so, do you believe that it negatively affected you in any way?",weak
Does it have to do with a recent or distant event?,no
"In previous conversations, have you tended to consider other people's views?",no
Do you feel like you always have to help and save other people?,no
"Have you recently tried protocol 6? If so, did that bring up any difficult emotions from past events for you?",weak
Did this happen recently or in the past?,no
Are you always so hard on yourself when something doesn't go according to plan?,no
Have you tried Protocol 6 lately and discovered that it re-ignited uncontrollable sentiments as a result of a past?,weak
"Help me understand your situation, do you always blame and accuse yourself when something goes wrong?",weak
Did you have time to attempt protocol 6 and found that it brought up unmanageable negative emotions?,weak
Was this caused by any event(s) that has happened recently?,no
Have you ever experienced or communicated any of the following feelings toward anyone?,no
"Lots of people, myself included, can relate to what you just wrote. I'd like to ask you more about what happened so I can help you better.",strong
"This is good, I would like to suggest you some protocols to attempt.",weak
Have you tried to see things from a different perspective? ,no
"Could you please let me know if you have recently attempted protocol 6 and, and if so, if it has affected you in a negative way?",strong
"In general, are you open for new viewpoints?",no
Do you feel like you're awlways too hard on yourself when things don't work out?,weak
Have you felt that you are engaging in a controlling relationship with someone? ,weak
Is there somebody in your life that you believe you can save?,no
Do you think that you need another point of view in this situation?,no
Do you feel as though you should be someone's saviour?,no
"Just so I can make the best protocol recommendations for you, could you please tell me if you have already attempted the exercise in Protocol 6, but found it too difficult and traumatic?",strong
Do you think you act like the victim?,no
Are you in crisis right now?,no
"Are you always this hard on yourself, putting the blame on yourself even when you are not responsible?",weak
I am trying to understand you more. Do you feel strongly among these emotions towards someone?,strong
Do you feel you are trying to control others? ,weak
Did this incident happen because of a previous or recent experience?,no
Is there a feeling inside you telling you should save someone else?,no
Do you feel like the world is against you and you feel there is nothing you can do about it until other people realise their mistakes and apologies to you?,weak
Did anything recent or distant cause these feelings? ,no
Do you feel like at times everyone is your responsibility and you should always help them?,weak
Can you tell me please that in previous converstations did you try look from other perspective? ,weak
Thank you for being open with your feelings. Can I please ask if there was a specific event that triggered your feelings?,strong
Did any of this been caused by a specific event?,no
Would you say that your actions were influenced by a specific event?,weak
Do you want to control someone?,no
"Have you tried protocol 6? If so, did you feel that it brought difficult feelings to light because of old events?",strong
Was this caused by any particular event?,no
Were these feelings you have been feeling caused by a specific occurence?,no
Did a specific event/s cause this feelings?,no
Did you experience or expressed any of the following emotions towards someone?,no
Was there a specific event or events that you feel caused this?,weak
"Do you think that these feelings are somebody else's fault, as if you are a victim?",no
"When having a disagreement, do you listen and genuinely try to understand what the other person is saying?",weak
Do you think the way you are feeling is caused by another person?,no
Are going through a personal crisis?,no
I wonder if you were ever able to see any other point of view in these matters? ,weak
"Thank you for that information, sometimes I have experinced this as well. Do you see yourself as the victim, blaming someone else for how negative you feel?",strong
Are things rough for you at this point in time?,no
"I am very sorry that you feel this way, would you like to give me more context as to what made you feel this way?",strong
Do you mind telling me more about the incident?,weak
Is the way you feel a result of a specific event (or events)? ,no
"Do you see yourself as the victim, that your negative feelings have been caused by someone else, that they are to blame for how you currently feel?",weak
Do you feel like you're awlways too hard on yourself when things don't work out?,weak
"I appreciate you trusting me, now I will ask you some more questions to understand the context of the situation.",strong
"Do you think of yourself as the victim, blaming someone else for your own feelings?",weak
Protocol 6 can sometimes bring back negative feelings. Have you tried it and has this happened to you?,weak
I will name some emotions now. Did you trongly felt or expressed any of them?,weak
Have you tried identifying with other viewpoints presented previously?,no
"Because you have a big heart, do you believe that you should be the saviour of someone else?",no
Have you considered other points of view in previous interviews?,no
Would you mind telling us if the situation was caused by a recent or distant event?,weak
Do you think yourself as a victim of someone elses wrong doing?,no
I wonder if you could say whether you have experienced an of the following negative emotions:,weak
Can you benefit from controlling someone?,no
Have you been able to take into account other viewpoints in past conversations?,no
