response,empathy_score
Have you tried protocol 6 recently which made you feel the emotions of a previous experience that we could not control?,1
Could you tell me if you have experienced or expressed any of these emotions towards another person?,1
"When something goes wrong, do you usually blame yourself?",0
Does someone make you feel:,0
Do you always end up  blaming yourself or wanting to take the blame when things go wrong around you?,1
Do you view yourself as a possible victim? ,0
"In your past experiences, have you tried to understand what others have said to you?",1
Are you feeling like this because of something that happened recently or maybe because of some more distant event?,1
Good job so far! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,1
Are there any personal problems you have ?,0
Do you feel like you always have the short end of the stick because of someone else?,0
Do you feel that you want to have control over someone?,0
Do you normally look at others' viewpoints for guidance in your convesations?,0
Did this happen due to a specific event(s)?,0
"Do not worry, it is normal to feel like this, we will now explore the cause of this.",2
Do you feel that you have been a victim and that other people are responsible for the negative emotions you feel?,1
I'm going to send you a list of emotions. Have you been struggling with any of them or expressed to anyone that you're feeling them?,2
Are all the relationships you have with loved ones going well?,0
This sounds like a tough situation to be in. Let's explore it together a bit more.,2
Do you think that someone else should see you as their saviour?,0
"Have you felt this way before, or do you feel like it comes up a lot:",0
Do you remember the other viewpoints discussed and are you open to their consideration?,0
Did it happen by a recent or distant event?,0
In this difficult situation that you're describing have you felt these emotions towards someone?,1
Have you recently attempted protocol 6 and found that uncontrolled emotions flared up again from events?,1
"Have you ever considered, in other conversations, some of the viewpoints presented?",0
How did protocol 6 make you feel if you have attempted it? Did you remember negative emotions as a result of past events?,1
Are you a person who normally tries to get everybody to do something?,0
Do you feel you're somehow unfairly blaming the next person for your misfortunes instead of finding ways to improve yourself?,1
Do you think the cause of this feeling is a recent or distant situation?,0
Is anything going on in your personal life which has caused you distress? ,1
Do you always believe that you are the primary person at fault when something does not turn out as expected?,0
Thank you for sharing your feelings and emotions. I would like to know more about what led to those feelings and emotions.,2
"Thank you. And would you say this feeling has been caused by a recent event, or was it a more distant one in your past?",2
Do you always accuse yourself for the bad things that happens to you?,0
Is there something recent that could have caused this or was it long ago?,1
"Have you ever had any of the following bad emotions about other people in your mind, or have you ever manifested them?",0
Are you always blaming yourself when something goes wrong?,0
I'm very happy for you. May I recommend a protocol for you? ,1
Have you felt the following emotions for someone?,0
"Is there any personal crisis in your life? For example, falling out with close ones?",0
Thank you for your answers. We will now ask you some questions to better understand the way you feel.,1
Did this incident happen because of a previous or recent experience?,0
Would you say you always feel of accusing and blaming yourself when something bad happens?,1
"If you are willing to share your thoughts, do you always believe that you are the cause of something going wrong?",1
Please let me know if you have experienced or expressed any of the following emotions towards another person.,0
Have you tried to understand or consider the different aspects when having conversations?,0
"Do you feel that you should be hard on yourself when things go wrong, by blaming and accusing yourself?",1
Do you have the need to save someone else?,0
Have you strongly felt or expressed the following towards someone?,0
Are you feeling like a saviour to someone else?,0
Was your problem caused by specific event/s?,0
"Have you by any chance attempted protocol 6, and found that it has started unmanageable emotions?",1
Does revisiting protocol 6 make you feel strong negative emotions?,1
Thank you for telling me this. I need you to answer a few questions so that I understand your situation.,2
Did you happen to maybe feel these emotions towards someone,0
Are you going through a personal crisis such as arguing with friends or family?,0
"Thank you for confiding in me, would you be okay if I asked you a few questions?",2
Do you feel this way towards someone?,0
Can you think of a specific event that caused you to feel this way? ,1
Have you recently tried protocol number 6 and did it lead you to strong emotions as a result of old events?,1
Do you always see yourself as the person that is wrong or to blame?,0
"Are you actually going through a personal crisis, like difficulties with your loved ones or falling out with friends?",0
"Have you had to attempt protocol six recently, and did you find this triggering to your emotions due to events that happened in the past?",1
Have you ever expressed some of these emotions towards someone?,0
Do you think you're having these negative feelings because of someone else?,0
"If I may ask, was this caused by a recent or distant event (or events)?",1
Could a specific event have caused this feeling?,0
Do you find yourself manipulative?,0
Have you thought about what other people said to you in previous conversations?,0
Do you think there is someone to blame for the way you feel?,0
"In the past, have you considered multiples perspectives during conversations?",0
I am glad you have opened up to me. Now we can work on healing and getting better from such a feeling so you can feel like yourself again.,2
"Let's try to focus on the emotions that come out of the depths of you. I'm going to give you some examples of possible feelings, please focus on them and tell me, did any of them dominate you when you were alone or among people? These are:",2
Do you think that you should be the saviour of someone else?,0
Was the event that led to this recent or distant?,0
"When something goes wrong, do you automatically or always blame and accuse yourself?",0
Was this something that happened recently or not?,0
Good! It will be pleasure for me to recommend a protocol you can attempt.,1
Are your emotions right now caused by something that happened recently or some time ago?,0
Do you picture yourself as the victim for how negative you feel?,0
We express ourselves differently to people. Have you ever felt these emotions towards someone?,1
Is there anything happening in your life currently that you feel should be happening differently?,1
Do you always have to be the hero?,0
Do you feel that you are responsible for someone elses life?,0
Have you tried to consider some alternative perspectives?,0
Do you think that someone else should see you as their saviour?,0
Do you always feel like you're at fault when something bad happens?,0
"Is how you feel now caused by a situation that has happened recently, or rather long ago?",1
Are you currently experiencing a personal situation that is negatively affecting you?,1
"I am sorry you feel that way, may I ask some questions to better understand your situation?",2
Do you think you feel bad because of the way someone treats you?,0
Have you recently felt any such emotions toward someone?,0
Do you feel you have been mistreated and as a result felt the negative emotion you have experienced?,1
Do you find you can't stop blaming yourself when something goes wrong?,0
"When you are discussing perspectives with someone, do you have any difficulty understanding their point of view?",0
Was this the results of a recent situation or any distant situations ?,0
Do you feel like you must save someone?,0
Do you usually blame yourself when something goes wrong?,0
"Thank you! I understand your situation, and could you please tell me more about this?",2
Do you think it's someone else's fault for the way you feel?,0
"Have this happened to you - you see yourself as the victim, blaming someone else for how negative you feel?",1
"During conversation in the past, did you think about other viepoints presented?",0
"Thank you for sharing your feelings. Please tell me more, so I could understand you better.",2
"If thing dont go your way do you feel a lack of control, and do you realize that other people and things are out of our control?",1
Do you see yourself as a saviour?,0
"When engaging with people, have you taken the time to listen to what their perspective of certain events might be? ",1
Would you say you have a very difficult problem in a close relationship or a personal connection? ,1
Was the event that resulted in this problem something that happened in the past or recently?,1
Did you start experiencing this situation after a specific event?,0
Are you going through anything personally?,0
Do you always feel like a failure when things go wrong?,0
Do you think that someone else should see you as their saviour?,0
"Have tried protocol 6, if you have, has it perhaps resurfaced negative emotions you are unable to deal with?",2
Do you believe that it is your responsibility to be someone else's savior?,0
"Do you currently have a personal problem, e.g. with your family?",0
Have you tired looking at things from another angle when you talk to other people?,0
"Just so I can be sure, was this caused by an event or situation in particular?",1
Do you feel like you need to be in control of others?,0
Do you believe that you have a duty to save other people?,0
Do you have a difficult period (difficulties with family members and or with friends)?,1
Do you feel that recently it has become more difficult for you to maintain close relationships and contacts with your relatives and friends because you don't feel like meeting or talking to them?,2
Was it provoked by a specific event/s? ,0
Was there something occuring that influenced your feeling?,1
Are you considering other point of views presented to you?,0
Which one of these emotions have you conveyed to anyone recently? ,0
Do you somewhat feel like you are a victim in this situation and blame someone else for the way you're feeling?,1
Could recall attempting protocol 6 recently and this leading to deep negative emotions that you could not manage?,1
Would you say this event happened recently or in a distant past?,1
Do you feel as if you need to be in control of someone's decisions to succeed?,0
Do you believe most people need to be rescued?,0
Are there any feelings inside you telling you to control someone else?,0
Do you feel like the victim in this situation?,0
Thank you very much. May I now ask you some more questions?,1
Do you always blame yourself when things go wrong? ,0
Do any of these emotions sound familiar?,0
In this moment do you feel that you are in a relationship crisis (with friends or family)?,1
"Considering the situation, do you feel like you are in control of someone?",0
Have you stongly felt any of the following emotions toward someone you know?,0
Do you feel a sense of strong responsibility for other's problems?,1
Do you usually take other people's perspectives ?,0
Can you recall if there was a certain event/s which caused you to feel this way? ,1
Can I ask if you think you should solve someone else's problem. ,1
"When things go wrong, do you tend to accuse yourself for it? ",0
Is it correct that you are experiencing a personal crisis?,1
"In previous conversations, have you been able to consider your situation from other viewpoints that have been presented?",1
"In previous conversations, did you listen to the views and opinions of others?",0
Could you please let me know if this was cause by a specific event/s?,1
Do you believe in being someone's saviour?,0
Have you tried to consider some alternative perspectives?,0
"I understand you concerns, do you feel the needs to always help people whatever it takes?",1
Would you consider this feeling to be caused by a recent or a past event (events)?,1
Do you ever feel like you need to take control when dealing with others?,0
Do you feel like the victim?,0
Have you experienced any of the following emotions towards someone?,0
"Do you often feel the need to ""save"" other people?",0
Have you ever felt or expressed any of the following emotions with someone?,0
Were the causes recent or distant?,0
Do you feel the need to have control over someone?,0
Do you feel that it's up to you to save someone else?,0
I am wondering was this caused by a specific event/s?,1
Do you believe that you put other people's needs first as a way to act like their saviour?,1
Was this situation caused by some specific events or not really?,0
Do you feel that by your actions or emotions you are trying to control someone?,1
Have you always been putting the blame on yourself when something goes wrong? ,0
Do you typically take the blame and always feel guilty whenever something goes wrong around you?,1
Is it correct that you are experiencing a personal crisis in your life right now?,1
Have you by any chance tried Protocol 6 and discovered the root of the unmanageable emotions as a result of old events?,1
Thank you for sharing this with me. I will now ask you some questions to better understand how you are feeling.,2
Good job! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,1
"In the past, have you wondered how other people might feel towards things?",0
Is there a possibility that you have experienced any of the following emotions when thinking of another person?,1
Have you tried protocol 6 and then relived a traumatic experience from your past? Was this a negative experience for you?,1
"Is your personal life, e.g. relationships, experiencing instability?",0
"In the conversation before, did you consider other viewpoints presented?",0
Was this cause by some specific event?,0
Are experiencing challenging times in your personal life currently?,0
"In this situation do you identify yourself as being a victim, and blaming others for the way you feel?",1
"Thank you for trusting me with this, May I ask you some questions in order to understand the situation better?",2
Thank you for your information. Now I would like to know if you've considered other viewpoints presented in previous conversations? ,1
Do you tend to be protective of others? As if you want to be a saviour?,1
Do you believe that you are always trying to rescue other people?,0
Do you feel you can solve someone else's problems?,0
Do you always blame and accuse yourself for when something doesn't go right?,0
"I hear and understand where you are coming from, would you mind if I asked questions to get more clarity?",2
"Thank you for sharing with me. I'll ask you some questions now, so you can elaborate on your situation.",1
Do you think that you have to save someone else?,0
"Are you going through an internal crisis (experiencing difficulties with loved ones, e.g. falling out with friends)?",1
Do you feel like a victim?,0
Did this happen recently or in the distant past?,0
Do you feel that it was because of a recent or distant event?,0
Do you feel that you're trying to control someone else in your life?,1
"Thank you for trusting me with your feelings. I would like to ask some more questions now, if it's ok with you.",2
Do you think that someone else is to blame for the negative way that you are feeling?,1
"It is okay if you feel upset, your feelings are valid, have you tried protocol 6 and found that unmanageable emotions have been triggered by old events?",2
"I understand, let me see what I can do to help you in this current situation.",1
Have you tried to attempt protocol 6 to establish whether this was caused by unmanageable emotions as a result of old events?,1
"I appreciate your honest response. If you do not mind, I would like to ask you more questions to better comprehend your situation.",2
Did you feel any of the following emotions intensively?,0
Lovely. Would you wanna tell me whether you have felt/expressed any of the emotions towards someone?,2
"Trying to be honest with yourself, is it possible that you have tried, or wanted, to control someone else's words and actions?",2
Have you ever felt any of the following emotions towards someone?,0
Can I ask if you gave procotol 6 a try? Did it reignite some very bad emotions within you from the past?,1
"I understand this may be difficult, but it will be of great benefit if you can recall whether this was caused by something specific?",2
Do you feel the need to be someone's saviour?,0
"Sometimes we cannot control our feelings, may I ask, have you strongly felt or expressed any of the following emotions towards someone: ",2
Does it happen that you always blame and accuse yourself for when something goes wrong?,0
"Sometimes we always blame or accuse ourselves when things go wrong, do you also feel that way?",1
I would suggest that you take a look at protocol 6 to see if it can be of any help. Have you had any negative emotions after attempting it?,2
Whether and which of these emotions you expressed or felt towards someone:,0
Do you believe that you should always be available when someone need you?,0
Thank you for opening up to me. I will assist you by asking questions to better understand your situation ,1
Good job! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,1
Are you going through a particularly rough patch right now? Is there anything that feels more painful than usual?,1
Do you feel that someone else is to blame for the way you are feeling right now?,1
Are other people the reason to how bad you feel?,0
Do you consider that you are always blaming and accusing yourself when something goes wrong?,0
Are you currently going through something yourself?,0
Now I would like us to recall if there was a certain event that caused this. Do you think there was?,2
Have you tried to look at these things from a different angle?,0
"In previous interactions, have you tried the other viewpoints that were presented?",0
Was this caused by something specific?,0
Is there a lot of critical stress in your personal life at present?,0
Do you believe it's fair to be someone's saviour?,0
"Okay, was this caused by a specific event?",0
I'm sorry you went through that. Was this caused by an event you experienced recently or in the past?,2
Was it a recent or distant event causing this?,0
Are you feeling like you're having problems with you friends and/or loved ones or any personal crisis?,1
Has there been something recent or distant that has caused this?,1
Have you tried protocol 6? Did that excercise brought bad feelings from the past?,0
Do you get the urge to save someone else?,0
Do you think you act like the victim?,0
"If you are willing to share your thoughts, do you believe that you are influencing and making decisions for another person?",1
"Is there a specific life crisis that you are going through (for example, in your relationships with your close ones)? ",1
Are you concerned about some difficulties in your personal life?,0
In this difficult situation that you're describing have you felt these emotions towards someone?,1
Have you felt the following emotions for someone?,0
Have you recently attempted Protocol 6 and found that you still had unmanageable emotions that stem from past events?,1
Are you going through any personal trauma in regards to loved ones?,0
Do you remember if a recent or distance event/s caused you to feel like this? ,0
Did attempting Protocol 6 bring you back to previous experiences that weren't pleasent?,0
Is there a specific event that brought about this feeling?,0
Do you want people around you to always rely on you should something happen unexpectedly?,0
"Would you say that recently you have felt inclined, more than usual, to save or rescue other people?",1
Has someone experienced you expressing any of the following emotions?,0
"In our prior engagements, did you take into consideration other opinions that were given to you?",0
Are you a person who normally tries to get everybody to do something?,0
Do you believe that you should save others ?,0
"Taking note of these strong emotions, have you ever expressed them to anyone ?",1
Have you considered other viewpoints presented in previous conversations?,0
Do you feel any strong negative feelings after trying protocol 6?,0
Are you always harder on yourself for when something goes wrong?,0
"Do you always feel responsible, or blame yourself, for anything that goes wrong?",0
Do you feel like you always blame yourself for the things going wrong in your life?,0
Do you sometimes feel that you will try to control someone?,0
Do you imagine that you should be the saviour of another person?,0
Have you felt the following emotions towards someone?,0
Thank you for letting me know. I would like to ask more questions in order to understand your situation.,1
When speaking with others do you try and see things from their perspective? ,0
Do you consider that you need to save someone?,0
"Do you always feel that you're to blame if something goes wrong, and do you accuse yourself for mistakes?",0
In the previous conversation have you tried to look at the situation from different angles?,0
It would be great to learn if you have expressed these following strong emotions towards someone recently:,1
"Do you feel compelled to help someone else, even at your own expense?",1
"If given the possibility, would you like to have more control over how someone else behaves?",1
Have you by any chance tried Protocol 6 and discovered the root of the unmanageable emotions as a result of old events?,1
Have you by any chance tried to do protocol 6 and perhaps experienced difficult emotions as a result of old experiences?,2
"It's normal to feel a variety of emotions, both positive and negative, and express them towards others. Have you strongly felt or expressed any of the following towards someone?",2
Do you perhaps feel that you are trying to control someone because of what happened to you?,1
Are you going through a personal crisis for example experiencing difficulties with loved ones(fallout between you and your friends)?,1
Is there somebody in your life that you feel is making the wrong decisions and should be helped?,1
Would someone else be able to put you in a position where you are a victim and they are responsible for how you feel?,1
"Thanks for letting me know. Next, I'm going to ask you some questions to know more abot how are you today.",1
Have you considered other points of view in other conversations?,0
Do you feel the need to be in control of a persons actions or emotions?,0
"Have you felt this way before, or do you feel like it comes up a lot:",0
"Are you having a rough time in your personal life, e.g. with friends and family?",1
Did anyone make you strongly feel any of the following emotions?,0
Are there any possible events in you life that could have been possibly caused this?,1
Have you ever strongly felt or had the opportunity to express any of the following emotions towards someone else?,0
Do you you consider other points of views from your other conversations?,0
"Are you experiencing a personal crisis (difficulties with loved ones, e.g. failure with a friend)?",1
"Returning to previous conversations, have you thought of other viewpoints being presented?",1
That makes perfect sense. I will now ask you a few questions to help give me deeper clarity on your state of mind right now.,2
Do you view yourself as a saviour? ,0
Are you facing any personal challenges with loved ones(falling out with friends)?,0
"When you participated in prior conversations, would you consider other people's perspectives?",0
May I ask if you have you felt certain emotions towards someone or expressed them?,1
For my next question I want to make it clear this is a judgement free zone. Have you recently had or expressed any of the following emotions toward someonde:,1
Did something happen recently or more in the past?,0
Was protocol 6 attempted by you and found this reignited unmanageable emotions as a results of old events? ,1
Would you regard yourself as someone who is controlling?,0
Do you recall whether it was a recent or distant event?,0
Do you tend to see yourself usually hard done by?,0
Was there an event/s recently or in the past that makes you feel like this?,0
 Has this happened recently or not?,0
Do you think you are always putting blame on and accusing yourself when things don't go as planned?,1
Do you think that other people are to blame for the way you are currently feeling?,1
Have you tried to understand where the other person is coming from previously?,0
Would you agree that you are trying to control someone?,1
Do you think other people are responsible for your negative emotions?,0
"I'm sorry you feel this way, thank you for sharing this with me. If it is ok, I'd like to ask a few more questions to see how best to help you?",2
Have you recently attempted protocol 6 and found it reigniting unmanageable emotions resulting from old events? ,1
Do you feel that you are trying to influence someone with your words or actions?,1
"Do you often feel the need to ""save"" other people?",0
"When something goes wrong, do you always feel like you should blame your self? ",0
Was there any specific event/s that you think might have caused this?,1
Im really glad to hear that. Perhaps i can recommend you some protocols you can attempt if you like in order order to make your day even better,2
Was this caused by something recently or in the distant past?,0
I appreciate you for sharing this with me. Now we will ask some questions to understand your situation better.,2
Are you trying to control another person or do you feel that you have a lot of inluence in their life?,0
Do you always put the blame on your self for every bad thing that happens to you?,0
Are you maybe always blaming yourself or maybe accusing yourself when things do not go right?,0
Are you having difficulties in your personal life due to recent events (falling out with friends e.g.)?,1
I'm sorry to hear that. I have some more questions I'd like to ask to help me better understand how you feel about your situation.,2
Is there a personal crisis that makes you feel this way?,0
I am wondering whether you tried protocol 6 and found some very negative emotions as a result of it? ,1
Do you strongly feel or have perhaps expressed the following emotions towards someone?,0
Have you found some reoccurring hard emotions after using protocol 6? ,0
"When things dont work out how you intended, do you always blame yourself and continue to put all this pressure on you shoulders?",1
Are your feelings based on something that happened in the recent or distant past?,0
Do you believe that you need to save people? ,0
Do you believe that you could help someone else? ,0
"So, have you attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",1
"Help me understand your situation, do you always blame and accuse yourself when something goes wrong?",1
"When things go wrong, do you tend to put the blame on yourself?",1
"Thinking of the power relations in your life and the situations that have led to this feeling today, would you describe yourself as the victim?",1
Do you always blame yourself in bad situations?,0
Thank you for opening up to me. I will ask you some questions to better understand how I can make you feel better.,1
"Apologies for asking, do you feel that you are trying to control someone?",1
Did you feel some strong emotion towards someone such as:,0
"I am so sorry to hear about this, do you mind if I ask if this feeling was caused by more recent events or an event that was further in the past?",2
"In your past or present, do you feel like you want to control someone's life?",0
Do you feel like you are the one that always ends up hurt by others?,1
Do you feel that you want to always be in control of people?,0
Was there a specific event or events that triggered this?,0
Do you currently feel as if you are experiencing a crisis?,0
I'm sorry to hear that. I have a couple questions so that I may be able to help you.,1
Do you see yourself as the one that needs saving in this particular event/situation?,0
Do you feel like you could save people?,0
"I'm sad you feel like that, thanks for sharing it with me. Can I ask you a bit more over what happened?",2
"In this situation, have you felt or expressed any of the following emotions towards someone?",0
Do you like to have control over someone?,0
Did a specific event cause this?,0
Is there a specific event that caused the situation? ,0
This happens more often than you think. Allow me to ask some questions which could help you. ,2
Have you shown these emotions to anyone ?,0
I'm sorry to hear that. I have some more questions I'd like to ask to help me better understand how you feel about your situation.,2
Do you believe this was caused by a recent or distant event?,0
Have you had a strong feeling or displayed any of the following feelings or emotions towards someone?,0
Do you know if maybe an event caused this?,0
Are you the one that always needs to save someone?,0
Have you recently attempted protocol 6 and think about your emotions as a result of old events? Were these emotions negative and unmanageable?,1
"Did you recently try out protocol 6, and if so, do you believe that it negatively affected you in any way?",1
Does it have to do with a recent or distant event?,0
"In previous conversations, have you tended to consider other people's views?",0
Do you feel like you always have to help and save other people?,0
"Have you recently tried protocol 6? If so, did that bring up any difficult emotions from past events for you?",1
Did this happen recently or in the past?,0
Are you always so hard on yourself when something doesn't go according to plan?,0
Have you tried Protocol 6 lately and discovered that it re-ignited uncontrollable sentiments as a result of a past?,1
"Help me understand your situation, do you always blame and accuse yourself when something goes wrong?",1
Did you have time to attempt protocol 6 and found that it brought up unmanageable negative emotions?,1
Was this caused by any event(s) that has happened recently?,0
Have you ever experienced or communicated any of the following feelings toward anyone?,0
"Lots of people, myself included, can relate to what you just wrote. I'd like to ask you more about what happened so I can help you better.",2
"This is good, I would like to suggest you some protocols to attempt.",1
Have you tried to see things from a different perspective? ,0
"Could you please let me know if you have recently attempted protocol 6 and, and if so, if it has affected you in a negative way?",1
"In general, are you open for new viewpoints?",0
Do you feel like you're awlways too hard on yourself when things don't work out?,1
Have you felt that you are engaging in a controlling relationship with someone? ,1
Is there somebody in your life that you believe you can save?,0
Do you think that you need another point of view in this situation?,0
Do you feel as though you should be someone's saviour?,1
"Just so I can make the best protocol recommendations for you, could you please tell me if you have already attempted the exercise in Protocol 6, but found it too difficult and traumatic?",2
Do you think you act like the victim?,0
Are you in crisis right now?,0
"Are you always this hard on yourself, putting the blame on yourself even when you are not responsible?",0
I am trying to understand you more. Do you feel strongly among these emotions towards someone?,1
Do you feel you are trying to control others? ,1
Did this incident happen because of a previous or recent experience?,0
Is there a feeling inside you telling you should save someone else?,0
Do you feel like the world is against you and you feel there is nothing you can do about it until other people realise their mistakes and apologies to you?,2
Did anything recent or distant cause these feelings? ,0
Do you feel like at times everyone is your responsibility and you should always help them?,1
Can you tell me please that in previous converstations did you try look from other perspective? ,1
Thank you for being open with your feelings. Can I please ask if there was a specific event that triggered your feelings?,2
Did any of this been caused by a specific event?,0
Would you say that your actions were influenced by a specific event?,1
Do you want to control someone?,0
"Have you tried protocol 6? If so, did you feel that it brought difficult feelings to light because of old events?",1
Was this caused by any particular event?,0
Were these feelings you have been feeling caused by a specific occurence?,1
Did a specific event/s cause this feelings?,0
Did you experience or expressed any of the following emotions towards someone?,0
Was there a specific event or events that you feel caused this?,1
"Do you think that these feelings are somebody else's fault, as if you are a victim?",0
"When having a disagreement, do you listen and genuinely try to understand what the other person is saying?",0
Do you think the way you are feeling is caused by another person?,1
Are going through a personal crisis?,0
I wonder if you were ever able to see any other point of view in these matters? ,1
"Thank you for that information, sometimes I have experinced this as well. Do you see yourself as the victim, blaming someone else for how negative you feel?",2
Are things rough for you at this point in time?,0
"I am very sorry that you feel this way, would you like to give me more context as to what made you feel this way?",2
Do you mind telling me more about the incident?,2
Is the way you feel a result of a specific event (or events)? ,0
"Do you see yourself as the victim, that your negative feelings have been caused by someone else, that they are to blame for how you currently feel?",1
Do you feel like you're awlways too hard on yourself when things don't work out?,1
"I appreciate you trusting me, now I will ask you some more questions to understand the context of the situation.",2
"Do you think of yourself as the victim, blaming someone else for your own feelings?",0
Protocol 6 can sometimes bring back negative feelings. Have you tried it and has this happened to you?,1
I will name some emotions now. Did you trongly felt or expressed any of them?,1
Have you tried identifying with other viewpoints presented previously?,0
"Because you have a big heart, do you believe that you should be the saviour of someone else?",0
Have you considered other points of view in previous interviews?,0
Would you mind telling us if the situation was caused by a recent or distant event?,1
Do you think yourself as a victim of someone elses wrong doing?,0
I wonder if you could say whether you have experienced an of the following negative emotions:,1
Can you benefit from controlling someone?,0
Have you been able to take into account other viewpoints in past conversations?,0
Do you believe that you need to be someone else's savior? ,0
Can you benefit from controlling someone?,0
"You are a strong for going through all this, have you ever expressed these emotions towards someone?",1
"In previous conversations, have you attempted to explore other viewpoints presented?",0
I appreciate you for sharing this with me. Now we will ask some questions to understand your situation better.,2
Was this feeling caused by specific event/s? ,0
"By any chance, have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",1
Was protocol 6 attempted by you and found this reignited unmanageable emotions as a results of old events? ,1
Do you feel that in one way or another you have expressed any of the following emotions towards someone?,1
Do you always take accountability and responsibility for things that may not always go the way you or people around you expect?,2
Good job! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,1
Have you manifested the following strong emotions?,0
Does this make you feel responsible for making someone to not feel bad and feel good instead?,1
Can you pinpoint an event that led to this?,0
Has this led to you having emotions of the following nature towards certain people?,1
Have you considered other opinions?,0
"Please let me know, have you felt any of the following feelings in a strong manner or expressed them to someone else:",1
I'm sorry you're feeling this way. Is it okay to ask some questions to understand what you're going through? ,2
Do you always blame yourself for things going wrong when they do go wrong?,0
Did something happen recently that made you feel this way or triggered the response you had?,1
Do you think that you tend to take on the more controlling role?,1
Do you believe it is up to you to save someone else?,0
"That's good to know, here's a protocol that I think will be just what you want.",1
Do you see yourself as someone else's saviour? ,0
Do you this this situation was caused by a specific event?,0
Are you a person who always tries to help or save someone else?,0
"In past conversations, have you ever considered other viewpoints presented?",0
"When others have situations like these, do you believe you have to come with a solution for them?",0
Have you ever strongly felt any of the following emotions towards another person?,0
Thank you for letting me know. Now I will ask some questions to try and understand your situation.,1
Do you have any ongoing relationship problems with friends or loved ones?,0
Do you see yourself as a person who attempt to control others?,0
Do you feel like someone should be saved by you?,0
There are lots of feelings you can have about someone - have you strong expressed or felt these recently?,1
I am glad you have opened up to me. Now we can work on healing and getting better from such a feeling so you can feel like yourself again.,2
"Right now, are you going through a personal crisis? This could be difficulties with your loved ones or falling out with friends.",1
"Did something happen recently or was it maybe a past event, to make you feel this? ",1
"Is there any personal crisis in your life? For example, falling out with close ones?",0
"Do you feel like a victim, blaming someone else for how negative you feel?",0
I wonder if you feel you have been wronged by someone in your life and are suffering as a result. ,1
"Did something happen recently or was it maybe a past event, to make you feel this? ",1
Are you always hard on yourself when things go wrong?,0
Are you feeling this way in order to control another person?,0
"Maybe protocol 6 made you feel uneasy, do you find it difficult to relive these past feelings?",1
Is this maybe from a recent or past event ?,0
"Do you blame anyone for feeling negative, and seeing yourself as the victim in a situation?",0
Do you always feel like whenever something bad happens you are the one to blame?,0
Was the event that led to this recent or distant?,0
Is it possible that this could this have been caused by a past or recent event?,1
Do you sometimes feel bossy and want to control other peoples actions?,0
Are you looking for someone to control?,0
Thanks for sharing that. Would you mind letting me know if this was a recent or distant event? Please take your time.,2
Are you undergoing a personal crisis?,0
Are these feelings being caused by something that happened recently or an event/s that happened in the past?,1
Is it possible that you feel the need to take on a controlling role when pertaining to certain people? ,1
"If you're willing to provide more detail, was this because of a specific event/s?",1
"Do you see yourself as the victim, is someone else to blame for these negative feelings you are experiencing?",0
Do you feel that you like to be in charge of others?,1
Would you say you are responsible for someone's happiness?,0
Do you tend to control people?,0
"thank you for your openness, I hope it's alright for me to ask, have you strongly felt or expressed any of the following emotions towards someone:",2
Do you think someone else is responsible for how you feel?,0
Do you currently have a problem with your relationships with your loved ones? Or any other personal problem?,1
"This specific event/s, did it happen recently or a long time ago?",0
Do you find yourself trying to take control of others?,0
Have you ever felt any of these emotions toward someone else? ,0
Can you imagine yourself being someone's hero or saviour?,0
Did the situation that caused your feelings happen to you recently?,0
Was this the results of a recent or distant event (or events)?,0
Did you consider the other points of view presented in your previous dialogues?,0
Do you see yourself as a victim who blames other people for your negative feelings?,0
Do you feel as if you have been wronged? ,1
Was this perhaps caused by a specific event?,0
Are you having issues personally that could be manifesting in other areas of your life like relationships with people?,1
Do you feel like someone does what they do because you are trying to control them?,0
Do you feel you're somehow unfairly blaming the next person for your misfortunes instead of finding ways to improve yourself?,1
"I'm sorry to hear that, let me try to help. ",2
Have you strongly felt or expressed any of these deep feelings towards someone?,0
"Have you found yourself trying to control what someone else was saying or doing recently, perhaps without fully realising it?",1
Is there something in you that makes you think you are the one that has to save someone?,0
Has this situation just occurred or has it been going on for some time?,0
Have you given protocol 6 a try? Did it bring up some heavy emotions?,0
Were any unmanageable negative emotions brought up after using protocol 6?,0
Life can be unpredictable sometimes. Are you having a crisis?,0
Have you felt or expressed some of these emotions towards anyone?,0
"When you talk to different people, do you listen to what they have to say?",0
What made you feel this way?,0
Do you feel the need to have control over another person?,0
Have you experienced these emotions towards someone?,0
Have you recenly tried to attempt protocol 6 and found this reignited unpleasant emotions as a result of some  past relatable experience that happened to you? ,2
"Would you consider yourself as a person who is the victim, blaming someone else for how negative you feel?""",1
"I know this may be hard to answer, but at the current time do you feel like you are going through a personal crisis?",2
Did something bad recently happen that could have triggered you?,1
Do you find it easier to shift blame for your situation?,1
Do you find that you can consider other peoples' points of view in conversations?,0
Are you always accusing yourself when something goes wrong?,0
Did you recently try protocol 6 and is it the reason for bringing up unmanageable emotions because of the old events?,1
Do you have the need to save someone else?,0
Do you always blame yourself when something goes wrong?,0
